10388,4.0,7.0,60.0,4.0,4.0,4.0,11/06/2019,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,4.0,4.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154296.0,79.0,5.0,42  GULLIVER RD ,3.0,4.0,05,4.0,1960.0,2017.0
10389,0,3.0,12.0,0,4.0,4.0,02/12/2019,4.0,4.0,4.0,4.0,0,5.0,4.0,4.0,5.0,4.0,15,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154306.0,84.0,5.0,2421  KEELE ST ,4.0,0,05,4.0,1953.0,2017.0
10390,0,3.0,10.0,0,3.0,3.0,11/05/2019,3.0,3.0,3.0,3.0,0,5.0,3.0,3.0,3.0,3.0,16,0,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155146.0,64.0,3.0,139  WOODWARD AVE ,3.0,3.0,05,4.0,1945.0,2018.0
10391,0,3.0,10.0,0,4.0,4.0,11/05/2019,4.0,3.0,3.0,4.0,0,5.0,3.0,4.0,3.0,4.0,16,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155148.0,76.0,3.0,143  WOODWARD AVE ,4.0,4.0,05,5.0,1954.0,2018.0
10392,0,3.0,11.0,0,3.0,3.0,12/11/2018,3.0,3.0,3.0,4.0,0,5.0,4.0,4.0,3.0,4.0,16,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155149.0,74.0,5.0,145  WOODWARD AVE ,3.0,4.0,05,4.0,1953.0,2017.0
10393,0,3.0,14.0,0,4.0,3.0,11/05/2019,4.0,4.0,4.0,4.0,0,5.0,4.0,3.0,3.0,4.0,16,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155151.0,74.0,3.0,50  JOHN ST ,3.0,4.0,05,4.0,1940.0,2017.0
10394,5.0,6.0,93.0,4.0,5.0,5.0,11/05/2019,5.0,4.0,3.0,4.0,0,5.0,5.0,5.0,4.0,4.0,17,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155170.0,87.0,5.0,2220  WESTON RD ,4.0,0,05,4.0,1961.0,2017.0
10395,3.0,9.0,188.0,3.0,3.0,3.0,01/09/2019,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155177.0,68.0,5.0,210  WOOLNER AVE ,3.0,0,05,4.0,1968.0,2017.0
10396,5.0,12.0,93.0,5.0,4.0,4.0,11/07/2019,4.0,4.0,5.0,4.0,0,5.0,3.0,3.0,4.0,4.0,17,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155182.0,81.0,5.0,797  JANE ST ,3.0,0,05,4.0,1970.0,2017.0
10397,0,4.0,21.0,0,4.0,3.0,11/19/2019,4.0,3.0,3.0,4.0,0,5.0,5.0,4.0,5.0,4.0,15,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152557.0,83.0,5.0,2402  QUEEN ST E,5.0,0,20,5.0,1932.0,2017.0
10398,5.0,16.0,202.0,4.0,4.0,4.0,11/19/2019,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152570.0,85.0,5.0,1080  KINGSTON RD ,4.0,3.0,20,5.0,1970.0,2017.0
10399,5.0,5.0,51.0,4.0,5.0,5.0,11/19/2019,5.0,4.0,4.0,5.0,0,5.0,5.0,4.0,5.0,4.0,18,5.0,0,PRIVATE,Evaluation needs to be conducted in 3 years,4152572.0,90.0,5.0,1150  KINGSTON RD ,4.0,3.0,20,4.0,1956.0,2017.0
10400,0,3.0,13.0,0,3.0,3.0,02/13/2019,4.0,4.0,4.0,3.0,0,5.0,3.0,3.0,4.0,2.0,16,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152582.0,70.0,4.0,4  FOLCROFT AVE ,3.0,3.0,20,4.0,1960.0,2017.0
10401,0,3.0,21.0,0,3.0,3.0,02/01/2019,3.0,3.0,2.0,3.0,0,3.0,3.0,4.0,4.0,4.0,16,2.0,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154319.0,63.0,4.0,2645  KEELE ST ,3.0,0,05,3.0,1953.0,2018.0
10402,5.0,4.0,29.0,0,4.0,4.0,12/11/2018,5.0,3.0,3.0,4.0,0,,4.0,5.0,4.0,4.0,14,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154335.0,81.0,4.0,2552  KEELE ST ,5.0,0,05,0,1954.0,2017.0
10403,0,3.0,12.0,0,4.0,4.0,12/19/2018,4.0,4.0,5.0,4.0,0,5.0,4.0,4.0,4.0,4.0,15,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154343.0,83.0,4.0,2  PIMLICO RD ,4.0,0,05,4.0,1959.0,2017.0
10404,4.0,3.0,25.0,4.0,4.0,4.0,03/27/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,20,4.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155200.0,81.0,4.0,495  RIVERSIDE DR ,4.0,4.0,04,4.0,1950.0,2017.0
10405,3.0,3.0,15.0,0,3.0,4.0,12/13/2018,3.0,3.0,3.0,3.0,0,5.0,4.0,4.0,3.0,3.0,17,0,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155213.0,68.0,2.0,2696  BLOOR ST W,4.0,3.0,03,3.0,1957.0,2017.0
10406,4.0,11.0,85.0,5.0,5.0,5.0,10/30/2019,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,19,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155219.0,85.0,5.0,625  EVANS AVE ,4.0,0,03,4.0,1967.0,2017.0
10407,0,7.0,104.0,4.0,5.0,5.0,11/25/2019,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,18,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4156172.0,90.0,5.0,1  TERRAVIEW BLVD ,4.0,4.0,21,5.0,1960.0,2017.0
10408,5.0,18.0,280.0,3.0,5.0,5.0,11/19/2019,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,20,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152600.0,83.0,5.0,273  PHARMACY AVE ,5.0,4.0,20,3.0,1972.0,2017.0
10409,5.0,3.0,17.0,0,3.0,3.0,01/28/2019,5.0,4.0,4.0,5.0,0,5.0,3.0,3.0,4.0,4.0,16,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152608.0,81.0,5.0,650  DAWES RD ,3.0,0,20,5.0,1950.0,2017.0
10410,3.0,7.0,61.0,4.0,4.0,4.0,03/07/2019,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152612.0,74.0,4.0,552  BIRCHMOUNT RD ,3.0,0,20,4.0,1974.0,2017.0
10411,3.0,4.0,27.0,0,3.0,4.0,11/19/2019,3.0,4.0,3.0,4.0,0,5.0,3.0,4.0,4.0,3.0,16,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152613.0,70.0,4.0,540  BIRCHMOUNT RD ,3.0,0,20,3.0,1960.0,2017.0
10412,0,3.0,11.0,0,3.0,4.0,11/20/2019,4.0,4.0,4.0,4.0,0,5.0,4.0,4.0,3.0,3.0,16,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152619.0,76.0,4.0,23  ENGELHART CRES ,3.0,4.0,20,4.0,1956.0,2017.0
10413,4.0,15.0,206.0,5.0,4.0,5.0,12/10/2019,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,18,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152855.0,87.0,5.0,100  SPRUCEWOOD CRT ,4.0,0,22,4.0,1973.0,2017.0
10414,3.0,13.0,167.0,5.0,4.0,5.0,11/27/2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,19,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152862.0,92.0,5.0,40  AURORA CRT ,5.0,5.0,22,5.0,1974.0,2017.0
10415,4.0,4.0,52.0,5.0,4.0,5.0,11/27/2019,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,19,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152870.0,83.0,5.0,3735  SHEPPARD AVE E,3.0,4.0,22,4.0,1968.0,2017.0
10416,5.0,18.0,136.0,5.0,4.0,4.0,11/27/2019,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,19,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152875.0,92.0,5.0,2250  KENNEDY RD ,5.0,4.0,22,5.0,1960.0,2017.0
10417,4.0,5.0,38.0,4.0,4.0,4.0,12/19/2017,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,20,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153761.0,86.0,5.0,268  MERTON ST ,5.0,4.0,12,4.0,1999.0,2017.0
10418,5.0,18.0,286.0,4.0,4.0,5.0,12/02/2019,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153763.0,82.0,4.0,155  BALLIOL ST ,4.0,3.0,12,5.0,1965.0,2017.0
10419,5.0,20.0,313.0,4.0,4.0,5.0,12/02/2019,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,19,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153769.0,88.0,5.0,141  DAVISVILLE AVE ,4.0,5.0,12,4.0,1970.0,2017.0
10420,3.0,4.0,32.0,2.0,2.0,2.0,12/12/2019,2.0,2.0,3.0,2.0,0,5.0,3.0,2.0,3.0,2.0,17,0,2.0,PRIVATE,Building Audit,4154708.0,49.0,2.0,2  ANCONA ST ,2.0,0,18,3.0,0,
10421,3.0,4.0,30.0,4.0,3.0,5.0,11/06/2019,3.0,5.0,4.0,5.0,0,3.0,3.0,3.0,5.0,3.0,17,0,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154712.0,79.0,5.0,300  FINCH AVE W,5.0,0,18,3.0,0,
10422,5.0,13.0,233.0,4.0,5.0,5.0,11/18/2019,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,20,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154716.0,88.0,5.0,5900  YONGE ST ,4.0,4.0,18,4.0,1970.0,2017.0
10423,5.0,22.0,167.0,4.0,5.0,5.0,11/06/2019,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154724.0,89.0,5.0,765  STEELES AVE W,5.0,0,18,5.0,1969.0,2017.0
10424,5.0,15.0,194.0,4.0,4.0,3.0,01/24/2019,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,18,0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154725.0,82.0,3.0,755  STEELES AVE W,3.0,0,18,5.0,1970.0,2017.0
10425,4.0,4.0,54.0,4.0,4.0,4.0,10/28/2019,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,19,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154736.0,76.0,4.0,30  UPPER CANADA DR ,4.0,3.0,15,4.0,1959.0,2017.0
10426,4.0,4.0,23.0,0,4.0,4.0,03/14/2019,3.0,4.0,4.0,4.0,0,5.0,3.0,4.0,3.0,3.0,17,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155245.0,72.0,4.0,177  BERRY RD ,4.0,3.0,03,2.0,1965.0,2017.0
10427,4.0,4.0,14.0,0,3.0,3.0,10/30/2019,3.0,3.0,3.0,4.0,0,5.0,4.0,3.0,3.0,4.0,16,0,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155248.0,69.0,4.0,140  BERRY RD ,3.0,0,03,4.0,1940.0,2017.0
10428,4.0,3.0,22.0,0,4.0,4.0,10/30/2019,4.0,4.0,3.0,4.0,0,5.0,4.0,4.0,4.0,3.0,17,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152902.0,81.0,5.0,2553  BLOOR ST W,5.0,4.0,04,5.0,1938.0,2017.0
10429,0,4.0,28.0,0,3.0,3.0,02/15/2019,4.0,3.0,3.0,3.0,0,5.0,2.0,3.0,2.0,3.0,16,0,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4152907.0,61.0,3.0,1  RUNNYMEDE RD ,3.0,3.0,04,3.0,1967.0,2017.0
10430,0,4.0,30.0,3.0,3.0,3.0,03/08/2019,3.0,3.0,3.0,3.0,0,5.0,4.0,3.0,3.0,3.0,17,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153770.0,67.0,5.0,44  BALLIOL ST ,3.0,3.0,12,4.0,1957.0,2017.0
10431,0,3.0,29.0,0,,0,02/28/2019,0,,0,,0,,0,,0,,0,0,,PRIVATE,Evaluation needs to be conducted in 1 year,4153776.0,59.0,0,1674  BAYVIEW AVE ,0,,15,0,1958.0,2017.0
10432,5.0,12.0,57.0,4.0,5.0,5.0,10/30/2019,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,19,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153790.0,91.0,5.0,411  EGLINTON AVE E,5.0,5.0,15,4.0,1963.0,2017.0
10433,3.0,15.0,266.0,4.0,4.0,4.0,12/02/2019,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,19,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4153801.0,77.0,5.0,130  EGLINTON AVE E,4.0,0,12,3.0,1981.0,2017.0
10434,5.0,15.0,83.0,5.0,4.0,3.0,12/02/2019,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,18,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153803.0,80.0,5.0,245  ROEHAMPTON AVE ,4.0,0,12,4.0,1964.0,2017.0
10435,3.0,4.0,27.0,0,3.0,3.0,01/08/2019,2.0,2.0,2.0,3.0,0,3.0,3.0,3.0,4.0,2.0,16,0,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155268.0,54.0,2.0,8  HILL HEIGHTS RD ,3.0,0,03,2.0,1957.0,2017.0
10436,3.0,4.0,39.0,0,3.0,4.0,11/28/2017,4.0,3.0,3.0,4.0,0,5.0,4.0,3.0,4.0,4.0,17,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155279.0,72.0,3.0,162  BERRY RD ,3.0,4.0,03,3.0,1952.0,2017.0
10437,0,4.0,26.0,0,3.0,3.0,01/11/2019,3.0,3.0,3.0,3.0,0,5.0,2.0,3.0,2.0,3.0,16,0,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155293.0,60.0,3.0,69  OLD MILL TER ,3.0,3.0,03,3.0,1955.0,2017.0
10438,0,3.0,15.0,0,3.0,3.0,01/17/2019,3.0,3.0,3.0,3.0,0,4.0,4.0,3.0,3.0,3.0,15,0,4.0,PRIVATE,Evaluation needs to be conducted in 1 year,4156237.0,64.0,3.0,1469  KINGSTON RD ,3.0,0,20,3.0,1940.0,2017.0
10439,5.0,6.0,72.0,4.0,5.0,4.0,10/30/2019,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,3.0,4.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153810.0,81.0,5.0,460  EGLINTON AVE E,4.0,4.0,15,4.0,1959.0,2017.0
10440,3.0,4.0,34.0,5.0,3.0,5.0,10/29/2019,3.0,5.0,5.0,3.0,0,5.0,3.0,4.0,3.0,4.0,18,0,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153832.0,79.0,3.0,109  ERSKINE AVE ,5.0,4.0,15,3.0,1947.0,2017.0
10441,0,4.0,14.0,4.0,4.0,5.0,12/01/2017,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,18,4.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155665.0,91.0,5.0,1425  BAYVIEW AVE ,4.0,4.0,15,5.0,2006.0,2017.0
10442,5.0,27.0,306.0,5.0,5.0,5.0,11/18/2019,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,0,19,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155687.0,89.0,5.0,151  BEECROFT RD ,4.0,4.0,18,4.0,2003.0,2017.0
10443,4.0,9.0,113.0,4.0,4.0,4.0,01/03/2019,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155690.0,76.0,4.0,65  HALSEY AVE ,4.0,5.0,19,3.0,1970.0,2017.0
10444,0,3.0,14.0,0,3.0,3.0,01/17/2019,4.0,3.0,3.0,3.0,0,4.0,3.0,3.0,3.0,3.0,15,0,4.0,PRIVATE,Evaluation needs to be conducted in 1 year,4156254.0,65.0,4.0,1445  KINGSTON RD ,3.0,0,20,3.0,1940.0,2017.0
10445,0,3.0,14.0,0,4.0,4.0,11/25/2019,5.0,4.0,4.0,4.0,0,5.0,4.0,4.0,4.0,3.0,14,0,,PRIVATE,Evaluation needs to be conducted in 3 years,4153347.0,83.0,5.0,611  ST CLAIR AVE W,4.0,0,12,4.0,1989.0,2019.0
10446,0,7.0,130.0,4.0,4.0,4.0,10/11/2017,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,18,5.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153349.0,87.0,5.0,707  ST CLAIR AVE W,4.0,0,12,5.0,1982.0,2017.0
10447,5.0,8.0,96.0,3.0,4.0,4.0,03/04/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,18,0,,PRIVATE,Evaluation needs to be conducted in 3 years,4153355.0,81.0,5.0,291  AVENUE RD ,4.0,3.0,12,4.0,1956.0,2017.0
10448,3.0,4.0,18.0,3.0,4.0,4.0,03/11/2019,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,19,0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153369.0,75.0,5.0,221  RUSSELL HILL RD ,4.0,4.0,12,4.0,1959.0,2017.0
10449,0,4.0,37.0,4.0,4.0,4.0,10/28/2019,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153864.0,80.0,5.0,3  DU MAURIER BLVD ,4.0,4.0,15,3.0,1941.0,2017.0
10450,3.0,3.0,54.0,3.0,3.0,3.0,01/14/2019,3.0,3.0,3.0,3.0,0,5.0,3.0,3.0,3.0,3.0,18,0,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154679.0,64.0,5.0,2135  AVENUE RD ,3.0,3.0,08,3.0,1953.0,2017.0
10451,4.0,3.0,30.0,5.0,4.0,5.0,02/21/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,19,0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154692.0,85.0,4.0,4141  BATHURST ST ,4.0,4.0,06,4.0,1959.0,2017.0
